This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"KPSK","DUBLIN/NEW R",-80.6800,37.1300,642,"ASOS","KPSK"
"KPSM","PEASE AFB/PO",-70.8200,43.0800,31,"ASOS","KPSM"
"KPSN","PALESTINE MU",-95.7064,31.7797,129,"ASOS","KPSN"
"KPSO","STEVENS FIEL",-107.0561,37.2864,2336,"ASOS","KPSO"
"KPSP","PALM SPRINGS",-116.5036,33.8222,140,"ASOS","KPSP"
"KPSX","PALACIOS MUN",-96.2508,28.7275,5,"ASOS","KPSX"
"KPTB","PETERSBURG (",-77.5200,37.1800,59,"ASOS","KPTB"
"KPTK","PONTIAC-OAKL",-83.4100,42.6631,299,"ASOS","KPTK"
"KPTN","PATTERSON ME",-91.3300,29.7200,3,"ASOS","KPTN"
"KPTS","ATKINSON MUN",-94.7311,37.4494,290,"ASOS","KPTS"
"KPTT","PRATT MUNICI",-98.7500,37.7000,595,"ASOS","KPTT"
"KPTV","PORTERVILLE",-119.0700,36.0300,135,"ASOS","KPTV"
"KPTW","POTTSTOWN LI",-75.5572,40.2383,89,"ASOS","KPTW"
"KPUB","PUEBLO MEMOR",-104.4983,38.2900,1440,"ASOS","KPUB"
"KPUC","PRICE/CARBON",-110.7547,39.6092,1805,"ASOS","KPUC"
"KPUW","PULLMAN/MOSC",-117.1097,46.7439,779,"ASOS","KPUW"
"KPVB","PLATTEVILLE",-90.4444,42.6894,312,"ASOS","KPVB"
"KPVC","PROVINCETOWN",-70.2200,42.0700,2,"ASOS","KPVC"
"KPVD","PROVIDENCE/G",-71.4281,41.7239,16,"ASOS","KPVD"
"KPVF","PLACERVILLE",-120.7533,38.7242,788,"ASOS","KPVF"
"KPVJ","PAULS VALLEY",-97.2233,34.7111,295,"ASOS","KPVJ"
"KPVU","PROVO MUNI (",-111.7200,40.2200,1369,"ASOS","KPVU"
"KPVW","PLAINVIEW, H",-101.7172,34.1681,1028,"ASOS","KPVW"
"KPWA","OKLAHOMA CIT",-97.6467,35.5411,396,"ASOS","KPWA"
"KPWC","PINE RIVER R",-94.3836,46.7250,395,"ASOS","KPWC"
"KPWG","MC GREGOR (A",-97.3200,31.4800,180,"ASOS","KPWG"
"KPWK","CHICAGO/PALW",-87.9047,42.1208,197,"ASOS","KPWK"
"KPWM","PORTLAND INT",-70.3044,43.6422,22,"ASOS","KPWM"
"KPWT","BREMERTON NT",-122.7500,47.5000,147,"ASOS","KPWT"
"KPYM","PLYMOUTH MUN",-70.7281,41.9086,45,"ASOS","KPYM"
"KPYX","PERRYTON, PE",-100.7333,36.4000,890,"ASOS","KPYX"
"KPZQ","PRESQUE ISLE",-83.8128,45.4072,204,"ASOS","KPZQ"
"KQHY","AFCWC FMQ-22",-86.6669,30.4169,9,"ASOS","KQHY"
"KRAC","RACINE",-87.8178,42.7586,205,"ASOS","KRAC"
"KRAL","RIVERSIDE MU",-117.4506,33.9514,248,"ASOS","KRAL"
"KRAP","RAPID CITY R",-103.0539,44.0456,976,"ASOS","KRAP"
"KRAS","MUSTANG BEAC",-97.0889,27.8119,2,"ASOS","KRAS"
"KRBD","DALLAS/REDBI",-96.8639,32.6758,201,"ASOS","KRBD"
"KRBG","ROSEBURG MUN",-123.3561,43.2339,160,"ASOS","KRBG"
"KRBL","RED BLUFF MU",-122.2522,40.1506,106,"ASOS","KRBL"
"KRBO","NUECES COUNT",-97.6906,27.7786,24,"ASOS","KRBO"
"KRBW","LOWCOUNTRY R",-80.6406,32.9211,31,"ASOS","KRBW"
"KRCA","ELLSWORTH AF",-103.1000,44.1500,999,"ASOS","KRCA"
"KRCE","CLARENCE E P",-97.8236,35.4881,413,"ASOS","KRCE"
"KRCM","SKYHAVEN AIR",-93.8028,38.7842,243,"ASOS","KRCM"
"KRCR","FULTON COUNT",-86.1817,41.0656,241,"ASOS","KRCR"
"KRCX","RUSK COUNTY",-91.0006,45.4969,377,"ASOS","KRCX"
"KRCZ","ROCKINGHAM-H",-79.7592,34.8911,109,"ASOS","KRCZ"
"KRDD","REDDING MUNI",-122.2967,40.5150,153,"ASOS","KRDD"
"KRDG","READING/SPAA",-75.9594,40.3733,105,"ASOS","KRDG"
"KRDK","RED OAK",-95.2700,41.0200,318,"ASOS","KRDK"
"KRDM","REDMOND (AWO",-121.1497,44.2542,938,"ASOS","KRDM"
"KRDR","GRAND FORKS",-97.4000,47.9700,278,"ASOS","KRDR"
"KRDU","RALEIGH-DURH",-78.7864,35.8706,133,"ASOS","KRDU"
"KREO","ROME",-117.8644,42.5906,1234,"ASOS","KREO"
"KRFD","ROCKFORD",-89.0933,42.1928,224,"ASOS","KRFD"
"KRFI","RUSK COUNTY",-94.8517,32.1417,135,"ASOS","KRFI"
"KRGK","RED WING",-92.4861,44.5903,239,"ASOS","KRGK"
"KRHI","RHINELANDER/",-89.4822,45.6317,495,"ASOS","KRHI"
"KRHP","ANDREWS",-83.8636,35.1950,517,"ASOS","KRHP"
"KRIC","RICHMOND/BYR",-77.3233,37.5111,51,"ASOS","KRIC"
"KRIL","RIFLE/GARFIE",-107.7272,39.5250,1690,"ASOS","KRIL"
"KRIV","MARCH AFB/RI",-117.2700,33.8800,469,"ASOS","KRIV"
"KRIW","RIVERTON",-108.4464,43.0619,1684,"ASOS","KRIW"
"KRKD","ROCKLAND/KNO",-69.1000,44.0700,17,"ASOS","KRKD"
"KRKP","ROCKPORT/ARA",-97.0464,28.0836,7,"ASOS","KRKP"
"KRKR","ROBERT S KER",-94.6214,35.0217,138,"ASOS","KRKR"
"KRKS","ROCK SPRINGS",-109.0653,41.5942,2060,"ASOS","KRKS"
"KRME","GRIFFISS AFB",-75.4000,43.2300,154,"ASOS","KRME"
"KRMG","ROME/RUSSELL",-85.1611,34.3478,194,"ASOS","KRMG"
"KRMN","STAFFORD REG",-77.4556,38.3981,65,"ASOS","KRMN"
"KRMY","MARSHALL",-84.9556,42.2511,287,"ASOS","KRMY"
"KRNC","WARREN COUNT",-85.8439,35.6986,315,"ASOS","KRNC"
"KRND","RANDOLPH AFB",-98.2800,29.5300,232,"ASOS","KRND"
"KRNH","NEW_RICHMOND",-92.5381,45.1483,304,"ASOS","KRNH"
"KRNM","RAMONA AIRPO",-116.9158,33.0375,424,"ASOS","KRNM"
"KRNO","RENO/CANNON",-119.7711,39.4839,1345,"ASOS","KRNO"
"KRNP","OWOSSO COMMU",-84.1389,42.9931,224,"ASOS","KRNP"
"KRNT","RENTON MUNIC",-122.2128,47.4944,8,"ASOS","KRNT"
"KROA","ROANOKE MUNI",-79.9742,37.3169,358,"ASOS","KROA"
"KROC","ROCHESTER/MO",-77.6767,43.1167,170,"ASOS","KROC"
"KROG","ROGERS (AWOS",-94.1000,36.3700,415,"ASOS","KROG"
"KROW","ROSWELL/INDU",-104.5078,33.3081,1118,"ASOS","KROW"
"KROX","ROSEAU MUNI",-95.7000,48.8500,323,"ASOS","KROX"
"KRPD","RICE LAKE",-91.7736,45.4181,337,"ASOS","KRPD"
"KRPH","GRAHAM MUNIC",-98.5553,33.1103,342,"ASOS","KRPH"
"KRPJ","ROCHELLE MUN",-89.0783,41.8931,238,"ASOS","KRPJ"
"KRQB","BIG RAPIDS",-85.5042,43.7225,302,"ASOS","KRQB"
"KRQE","WINDOW ROCK",-109.0700,35.6500,2054,"ASOS","KRQE"
"KRQO","EL RENO REGI",-98.0058,35.4728,432,"ASOS","KRQO"
"KRRL","MERRILL MUNI",-89.7100,45.2000,401,"ASOS","KRRL"
"KRRT","WARROAD",-95.3483,48.9414,327,"ASOS","KRRT"
"KRSL","RUSSELL MUNI",-98.8131,38.8728,567,"ASOS","KRSL"
"KRSN","RUSTON",-92.5883,32.5144,95,"ASOS","KRSN"
"KRST","ROCHESTER MU",-92.4917,43.9042,401,"ASOS","KRST"
"KRSV","ROBINSON MUN",-87.6497,39.0161,141,"ASOS","KRSV"
"KRSW","FT MYERS/SW",-81.7664,26.5269,9,"ASOS","KRSW"
"KRTN","RATON/CREWS",-104.6578,36.7419,1935,"ASOS","KRTN"
"KRUE","RUSSELLVILLE",-93.0933,35.2589,123,"ASOS","KRUE"
"KRUG","RUGBY MUNICI",-100.0242,48.3903,472,"ASOS","KRUG"
"KRUQ","ROWAN_COUNTY",-80.5200,35.6500,236,"ASOS","KRUQ"
"KRUT","RUTLAND STAT",-72.9500,43.5300,240,"ASOS","KRUT"
"KRVS","TULSA/LLOYD",-95.9894,36.0425,194,"ASOS","KRVS"
"KRWF","REDWOOD FALL",-95.0822,44.5472,312,"ASOS","KRWF"
"KRWI","ROCKY MOUNT-",-77.8931,35.8550,49,"ASOS","KRWI"
"KRWL","RAWLINS MUNI",-107.1997,41.8056,2077,"ASOS","KRWL"
"KRWV","CLADWELL MUN",-96.7042,30.5156,119,"ASOS","KRWV"
"KRXE","REXBURG-MADI",-111.8061,43.8317,1481,"ASOS","KRXE"
"KRYT","FOUNTAIN DAL",-77.4333,39.7333,274,"ASOS","KRYT"
"KRYV","WATERTOWN",-88.7200,43.1700,254,"ASOS","KRYV"
"KRYW","LAGO VISTA T",-97.9694,30.4986,375,"ASOS","KRYW"
"KRZN","BURNETT COUN",-92.3725,45.8228,301,"ASOS","KRZN"
"KSAC","SACRAMENTO/E",-121.4950,38.5069,6,"ASOS","KSAC"
"KSAD","SAFFORD MUNI",-109.6356,32.8572,968,"ASOS","KSAD"
"KSAF","SANTA FE CO.",-106.0950,35.6106,1934,"ASOS","KSAF"
"KSAN","SAN DIEGO/LI",-117.1831,32.7336,4,"ASOS","KSAN"
"KSAR","SPARTA",-89.6986,38.1489,164,"ASOS","KSAR"
"KSAT","SAN ANTONIO",-98.4636,29.5328,246,"ASOS","KSAT"
"KSAV","SAVANNAH MUN",-81.2022,32.1189,15,"ASOS","KSAV"
"KSAW","K. I. SAWYER",-87.3958,46.3536,372,"ASOS","KSAW"
"KSAZ","STAPLES",-94.8067,46.3808,392,"ASOS","KSAZ"
"KSBA","SANTA BARBAR",-119.8436,34.4261,3,"ASOS","KSBA"
"KSBM","SHEBOYGAN",-87.8497,43.7764,228,"ASOS","KSBM"
"KSBN","SOUTH BEND/S",-86.3186,41.7089,244,"ASOS","KSBN"
"KSBP","SAN LUIS OBI",-120.6361,35.2361,63,"ASOS","KSBP"
"KSBS","STEAMBOAT SP",-106.8700,40.5200,2096,"ASOS","KSBS"
"KSBY","SALISBURY RE",-75.5103,38.3406,16,"ASOS","KSBY"
"KSCK","STOCKTON MET",-121.2236,37.8897,9,"ASOS","KSCK"
"KSDA","SHENANDOAH M",-95.4200,40.7500,296,"ASOS","KSDA"
"KSDB","SANDBURG (AU",-118.7244,34.7436,1378,"ASOS","KSDB"
"KSDF","LOUISVILLE/S",-85.7297,38.1772,151,"ASOS","KSDF"
"KSDL","SCOTTSDALE M",-111.9106,33.6228,460,"ASOS","KSDL"
"KSDM","SAN DIEGO/BR",-116.9931,32.5753,164,"ASOS","KSDM"
"KSDY","SIDNEY-RICHL",-104.2000,47.7000,605,"ASOS","KSDY"
"KSEA","SEATTLE-TACO",-122.3136,47.4447,130,"ASOS","KSEA"
"KSEE","SAN DIEGO/GI",-116.9700,32.8300,117,"ASOS","KSEE"
"KSEG","SELINSGROVE",-76.8661,40.8192,137,"ASOS","KSEG"
"KSEM","CRAIG FIELD",-86.9878,32.3439,51,"ASOS","KSEM"
"KSEP","STEPHENVILLE",-98.1833,32.2167,402,"ASOS","KSEP"
"KSET","ST CHARLES (",-90.4325,38.9306,133,"ASOS","KSET"
"KSEZ","SEDONA AIRPO",-111.7883,34.8486,1472,"ASOS","KSEZ"
"KSFB","SANFORD/ORLA",-81.2300,28.7800,17,"ASOS","KSFB"
"KSFF","SPOKANE/FELT",-117.3203,47.6856,595,"ASOS","KSFF"
"KSFM","SANFORD MUNI",-70.7200,43.4000,74,"ASOS","KSFM"
"KSFO","SAN FRANCISC",-122.3647,37.6197,3,"ASOS","KSFO"
"KSFQ","SUFFOLK",-76.6019,36.6822,22,"ASOS","KSFQ"
"KSFY","TRI-TOWNSHIP",-90.1081,42.0458,188,"ASOS","KSFY"
"KSFZ","PAWTUCKET (A",-71.5000,41.9200,134,"ASOS","KSFZ"
"KSGF","SPRINGFLD MU",-93.3897,37.2397,386,"ASOS","KSGF"
"KSGH","SPRINGFIELD-",-83.8403,39.8403,320,"ASOS","KSGH"
"KSGR","HOUSTON/HULL",-95.6567,29.6222,25,"ASOS","KSGR"
"KSGS","SOUTH ST PAU",-93.0328,44.8572,250,"ASOS","KSGS"
"KSGT","STUTTGART (A",-91.5700,34.6000,68,"ASOS","KSGT"
"KSGU","SAINT GEORGE",-113.6000,37.0800,896,"ASOS","KSGU"
"KSHD","STAUNTON/SHE",-78.9000,38.2700,366,"ASOS","KSHD"
"KSHL","SHELDON",-95.8300,43.2200,432,"ASOS","KSHL"
"KSHN","SHELTON/SAND",-123.1408,47.2381,82,"ASOS","KSHN"
"KSHR","SHERIDAN CO.",-106.9689,44.7694,1225,"ASOS","KSHR"
"KSHV","SHREVEPORT R",-93.8242,32.4469,78,"ASOS","KSHV"
"KSIF","ROCKINGHAM C",-79.8511,36.4372,211,"ASOS","KSIF"
"KSIY","MONTAGUE/SIS",-122.4681,41.7814,807,"ASOS","KSIY"
"KSJC","SAN JOSE INT",-121.9242,37.3592,18,"ASOS","KSJC"
"KSJN","ST. JOHNS AI",-109.3792,34.5183,1747,"ASOS","KSJN"
"KSJT","SAN ANGELO/M",-100.4939,31.3514,584,"ASOS","KSJT"
"KSJX","BEAVER ISLAN",-85.5664,45.6922,204,"ASOS","KSJX"
"KSKA","FAIRCHILD AF",-117.6500,47.6200,750,"ASOS","KSKA"
"KSKF","KELLY AFB",-98.5800,29.3800,210,"ASOS","KSKF"
"KSKX","TAOS MUNI AP",-105.6700,36.4500,2161,"ASOS","KSKX"
"KSLB","STORM LAKE",-95.2300,42.6000,454,"ASOS","KSLB"
"KSLC","SALT LAKE CI",-111.9694,40.7781,1288,"ASOS","KSLC"
"KSLE","SALEM/MCNARY",-122.9950,44.9078,64,"ASOS","KSLE"
"KSLG","SILOAM SPRIN",-94.4800,36.2000,300,"ASOS","KSLG"
"KSLH","CHEBOYGAN CO",-84.5192,45.6536,195,"ASOS","KSLH"
"KSLI","LOS ALAMITOS",-118.0500,33.7800,11,"ASOS","KSLI"
"KSLK","SARANAC LAKE",-74.2028,44.3931,507,"ASOS","KSLK"
"KSLN","SALINA MUNIC",-97.6442,38.7800,387,"ASOS","KSLN"
"KSLO","SALEM-LECKRO",-88.9642,38.6428,175,"ASOS","KSLO"
"KSLR","SULPHUR SPRI",-95.6211,33.1597,149,"ASOS","KSLR"
"KSME","SOMERSET(AWO",-84.6150,37.0542,283,"ASOS","KSME"
"KSMF","SACRAMENTO M",-121.5939,38.7014,8,"ASOS","KSMF"
"KSMN","SALMON/LEMHI",-113.8800,45.1200,1233,"ASOS","KSMN"
"KSMO","SANTA MONICA",-118.4514,34.0158,53,"ASOS","KSMO"
"KSMQ","SOMERVILLE (",-74.6694,40.6239,32,"ASOS","KSMQ"
"KSMX","SANTA MARIA",-120.4486,34.8994,78,"ASOS","KSMX"
"KSNA","SANTA ANA/JO",-117.8664,33.6800,16,"ASOS","KSNA"
"KSNC","CHESTER AIRP",-72.5058,41.3839,127,"ASOS","KSNC"
"KSNH","SAVANNAH-HAR",-88.2158,35.1703,144,"ASOS","KSNH"
"KSNK","WINSTON FIEL",-100.9506,32.6933,741,"ASOS","KSNK"
"KSNL","SHAWNEE MUNI",-96.9428,35.3572,327,"ASOS","KSNL"
"KSNS","SALINAS MUNI",-121.6081,36.6636,25,"ASOS","KSNS"
"KSNT","STANLEY RANG",-114.9344,44.2086,1980,"ASOS","KSNT"
"KSNY","SIDNEY MUNI",-102.9856,41.0994,1314,"ASOS","KSNY"
"KSOA","SONORA MUNIC",-100.6486,30.5858,652,"ASOS","KSOA"
"KSOP","SOUTHERN PIN",-79.4000,35.2300,141,"ASOS","KSOP"
"KSOW","SHOW LOW MUN",-110.0000,34.2700,1954,"ASOS","KSOW"
"KSPA","SPARTANBURG",-81.9500,34.9167,246,"ASOS","KSPA"
"KSPB","SCAPPOOSE IN",-122.8622,45.7692,16,"ASOS","KSPB"
"KSPD","SPRINGFIELD/",-102.6100,37.2800,1335,"ASOS","KSPD"
"KSPF","SPEARFISH/CL",-103.7800,44.4800,1188,"ASOS","KSPF"
"KSPG","SAINT PETERS",-82.6261,27.7678,2,"ASOS","KSPG"
"KSPI","SPRINGFIELD/",-89.6839,39.8453,182,"ASOS","KSPI"
"KSPL","SOUTH PADRE",-97.1500,26.0667,4,"ASOS","KSPL"
"KSPS","WICHITA FALL",-98.4928,33.9786,309,"ASOS","KSPS"
"KSPW","SPENCER",-95.2028,43.1656,408,"ASOS","KSPW"
"KSQI","STERLING ROC",-89.6700,41.7500,197,"ASOS","KSQI"
"KSQL","SAN CARLOS A",-122.2500,37.5200,1,"ASOS","KSQL"
"KSRB","UPPER CUMBER",-85.5308,36.0558,312,"ASOS","KSRB"
"KSRC","SEARCY MUNI",-91.7372,35.2119,81,"ASOS","KSRC"
"KSRQ","SARASOTA-BRA",-82.5586,27.4014,9,"ASOS","KSRQ"
"KSRR","RUIDOSO REGI",-105.5300,33.4700,2076,"ASOS","KSRR"
"KSSC","SHAW AFB/SUM",-80.4700,33.9700,74,"ASOS","KSSC"
"KSSF","SAN ANTONIO/",-98.4717,29.3389,175,"ASOS","KSSF"
"KSSI","BRUNSWICK/MA",-81.3914,31.1517,6,"ASOS","KSSI"
"KSTC","ST. CLOUD MU",-94.0519,45.5447,312,"ASOS","KSTC"
"KSTE","STEVENS POIN",-89.5303,44.5450,338,"ASOS","KSTE"
"KSTF","GEORGE M BRY",-88.8486,33.4331,101,"ASOS","KSTF"
"KSTJ","ST JOSEPH/RO",-94.9092,39.7681,251,"ASOS","KSTJ"
"KSTL","ST. LOUIS/LA",-90.3736,38.7525,184,"ASOS","KSTL"
"KSTP","SAINT PAUL D",-93.0481,44.9303,214,"ASOS","KSTP"
"KSTS","SANTA ROSA (",-122.8167,38.5000,38,"ASOS","KSTS"
"KSUA","WITHAM FIELD",-80.2211,27.1817,6,"ASOS","KSUA"
"KSUE","STURGEON BAY",-87.4200,44.8500,221,"ASOS","KSUE"
"KSUN","HAILEY/FRIED",-114.3000,43.5000,1620,"ASOS","KSUN"
"KSUS","SPIRIT OF ST",-90.6558,38.6572,141,"ASOS","KSUS"
"KSUT","SOUTHPORT/BR",-78.0747,33.9292,8,"ASOS","KSUT"
"KSUU","TRAVIS AFB/F",-121.9300,38.2700,19,"ASOS","KSUU"
"KSUW","SUPERIOR",-92.0947,46.6897,205,"ASOS","KSUW"
"KSUX","SIOUX CITY M",-96.3844,42.4025,335,"ASOS","KSUX"
"KSVC","SILVER CITY/",-108.1500,32.6300,1659,"ASOS","KSVC"
"KSVH","STATESVILLE",-80.9567,35.7653,294,"ASOS","KSVH"
"KSVN","HUNTER (AAF)",-81.1500,32.0200,13,"ASOS","KSVN"
"KSWF","NEWBURGH/STE",-74.1000,41.5000,150,"ASOS","KSWF"
"KSWO","STILLWATER M",-97.0892,36.1622,300,"ASOS","KSWO"
"KSWW","SWEETWATER/A",-100.4664,32.4672,727,"ASOS","KSWW"
"KSXT","SEXTON SUMMI",-123.3642,42.6003,1171,"ASOS","KSXT"
"KSYI","BOMAR FIELD-",-86.4425,35.5592,244,"ASOS","KSYI"
"KSYN","STANTON AIRF",-93.0164,44.4756,280,"ASOS","KSYN"
"KSYR","SYRACUSE/HAN",-76.1033,43.1092,128,"ASOS","KSYR"
"KSZL","WHITEMAN AFB",-93.5500,38.7300,265,"ASOS","KSZL"
"KSZT","SANDPOINT AI",-116.5600,48.2994,648,"ASOS","KSZT"
"KT65","WESLACO, MID",-97.9731,26.1775,21,"ASOS","KT65"
"KT82","FREDERICKSBU",-98.9094,30.2436,517,"ASOS","KT82"
"KTAD","TRINIDAD/ANI",-104.3300,37.2700,1756,"ASOS","KTAD"
"KTAN","TAUNTON MUNI",-71.0211,41.8756,13,"ASOS","KTAN"
"KTAZ","TAYLORVILLE",-89.3278,39.5342,190,"ASOS","KTAZ"
"KTBN","FORT LEONARD",-92.1300,37.7300,353,"ASOS","KTBN"
"KTBR","STATESBORO/B",-81.7372,32.4831,57,"ASOS","KTBR"
"KTCC","TUCUMCARI MU",-103.6031,35.1828,1239,"ASOS","KTCC"
"KTCL","TUSCALOOSA M",-87.6158,33.2119,52,"ASOS","KTCL"
"KTCM","MC CHORD AFB",-122.4800,47.1300,98,"ASOS","KTCM"
"KTCS","TRUTH OR CON",-107.2681,33.2367,1478,"ASOS","KTCS"
"KTDF","ROXBORO",-78.9842,36.2850,186,"ASOS","KTDF"
"KTDZ","METCALF FIEL",-83.4764,41.5631,189,"ASOS","KTDZ"
"KTEB","TETERBORO AI",-74.0567,40.8589,2,"ASOS","KTEB"
"KTEW","MASON",-84.4233,42.5658,280,"ASOS","KTEW"
"KTEX","TELLURIDE RE",-107.9086,37.9539,2767,"ASOS","KTEX"
"KTFP","T P MCCAMPBE",-97.2114,27.9131,5,"ASOS","KTFP"
"KTHA","TULLAHOMA RE",-86.2467,35.3800,330,"ASOS","KTHA"
"KTHV","THOMASVILLE/",-76.8769,39.9194,146,"ASOS","KTHV"
"KTIF","THOMAS COUNT",-100.5689,41.9622,892,"ASOS","KTIF"
"KTIK","TINKER AFB",-97.3800,35.4200,394,"ASOS","KTIK"
"KTIP","RANTOUL/FRAN",-88.1425,40.2936,225,"ASOS","KTIP"
"KTIW","TACOMA NARRO",-122.5761,47.2675,96,"ASOS","KTIW"
"KTKC","TRACY MUNICI",-95.6072,44.2492,408,"ASOS","KTKC"
"KTKI","MC KINNEY",-96.5878,33.1850,176,"ASOS","KTKI"
"KTKV","TOMAHAWK REG",-89.8058,45.4692,453,"ASOS","KTKV"
"KTLH","TALLAHASSEE",-84.3533,30.3931,24,"ASOS","KTLH"
"KTMA","HENRY TIFT M",-83.4883,31.4289,108,"ASOS","KTMA"
"KTMB","MIAMI/KENDAL",-80.4347,25.6419,3,"ASOS","KTMB"
"KTME","HOUSTON EXEC",-95.8978,29.8050,51,"ASOS","KTME"
"KTNB","WATAUGA_CNTY",-81.6500,36.2000,959,"ASOS","KTNB"
"KTNU","NEWTON MUNI",-93.0200,41.6800,290,"ASOS","KTNU"
"KTOB","DODGE CENTER",-92.8314,44.0181,398,"ASOS","KTOB"
"KTOI","TROY MUNICIP",-86.0122,31.8606,121,"ASOS","KTOI"
"KTOL","TOLEDO EXPRE",-83.8014,41.5886,208,"ASOS","KTOL"
"KTOP","TOPEKA/BILLA",-95.6258,39.0725,268,"ASOS","KTOP"
"KTOR","TORRINGTON M",-104.1528,42.0647,1282,"ASOS","KTOR"
"KTPA","TAMPA INTL A",-82.5403,27.9614,8,"ASOS","KTPA"
"KTPF","PETER O KNIG",-82.4492,27.9156,2,"ASOS","KTPF"
"KTPH","TONOPAH AIRP",-117.0872,38.0603,1654,"ASOS","KTPH"
"KTQE","TEKAMAH (ASO",-96.1778,41.7669,313,"ASOS","KTQE"
"KTQH","TAHLEQUAH MU",-95.0044,35.9289,266,"ASOS","KTQH"
"KTRI","BRISTOL/TRI-",-82.3989,36.4797,463,"ASOS","KTRI"
"KTRK","TRUCKEE-TAHO",-120.1300,39.3200,1798,"ASOS","KTRK"
"KTRL","TERRELL",-96.2683,32.7136,144,"ASOS","KTRL"
"KTRM","THERMAL AIRP",-116.1600,33.6278,-34,"ASOS","KTRM"
"KTSP","TEHACHAPI MU",-118.4392,35.1350,1220,"ASOS","KTSP"
"KTTA","SANFORD-LEE",-79.1014,35.5825,75,"ASOS","KTTA"
"KTTD","PORTLAND/TRO",-122.4089,45.5511,11,"ASOS","KTTD"
"KTTF","MONROE",-83.4347,41.9400,188,"ASOS","KTTF"
"KTTN","TRENTON/MERC",-74.8164,40.2764,64,"ASOS","KTTN"
"KTUL","TULSA INTL A",-95.8864,36.1975,206,"ASOS","KTUL"
"KTUP","TUPELO/C.D.",-88.7700,34.2681,106,"ASOS","KTUP"
"KTUS","TUCSON INTL",-110.9553,32.1314,805,"ASOS","KTUS"
"KTVC","TRAVERSE CIT",-85.5700,44.7367,190,"ASOS","KTVC"
"KTVF","THIEF RIVER(",-96.1800,48.0700,340,"ASOS","KTVF"
"KTVI","THOMASVILLE",-83.8811,30.9017,80,"ASOS","KTVI"
"KTVK","CENTERVILLE",-92.9011,40.6844,312,"ASOS","KTVK"
"KTVL","SOUTH LAKE T",-119.9953,38.8939,1909,"ASOS","KTVL"
"KTVR","VICKSBURG/TA",-91.0300,32.3481,26,"ASOS","KTVR"
"KTWM","TWO HARBORS",-91.7500,47.0500,328,"ASOS","KTWM"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS","KTXK"
"KTYQ","INDIANAPOLIS",-86.2514,40.0306,281,"ASOS","KTYQ"
"KTYR","TYLER/POUNDS",-95.4039,32.3586,165,"ASOS","KTYR"
"KTYS","KNOXVILLE MU",-83.9858,35.8181,299,"ASOS","KTYS"
"KTZR","BOLTON FIELD",-83.1372,39.9008,276,"ASOS","KTZR"
"KU16","EAGLE RANGE",-113.0667,41.0500,1292,"ASOS","KU16"
"KUAO","AURORA STATE",-122.7656,45.2489,59,"ASOS","KUAO"
"KUCP","NEW CASTLE M",-80.4133,41.0253,327,"ASOS","KUCP"
"KUCY","EVERETT-STEW",-88.9856,36.3817,102,"ASOS","KUCY"
"KUDG","DARLINGTON C",-79.8903,34.4492,59,"ASOS","KUDG"
"KUES","WAUKESHA CNT",-88.2369,43.0411,278,"ASOS","KUES"
"KUGN","CHICAGO/WAUK",-87.8700,42.4200,222,"ASOS","KUGN"
"KUIL","QUILLAYUTE S",-124.5550,47.9375,59,"ASOS","KUIL"
"KUIN","QUINCY MUNI/",-91.1944,39.9425,234,"ASOS","KUIN"
"KUKF","NORTH WILKES",-81.1000,36.2200,396,"ASOS","KUKF"
"KUKI","UKIAH MUNI (",-123.2008,39.1258,187,"ASOS","KUKI"
"KULM","NEW ULM MUNI",-94.5000,44.3200,308,"ASOS","KULM"
"KUNI","OHIO UNIVERS",-82.2292,39.2119,233,"ASOS","KUNI"
"KUNO","WEST PLAINS",-91.9050,36.8792,374,"ASOS","KUNO"
"KUNU","JUNEAU",-88.7033,43.4267,285,"ASOS","KUNU"
"KUNV","STATE COLLEG",-77.8500,40.8500,378,"ASOS","KUNV"
"KUOX","OXFORD, UNIV",-89.5356,34.3844,138,"ASOS","KUOX"
"KUTA","TUNICA MUNIC",-90.3467,34.6811,59,"ASOS","KUTA"
"KUTS","HUNTSVILLE M",-95.5861,30.7439,111,"ASOS","KUTS"
"KUUU","NEWPORT",-71.2836,41.5300,52,"ASOS","KUUU"
"KUVA","GARNER FIELD",-99.7436,29.2114,287,"ASOS","KUVA"
"KUXL","SOUTHLAND FI",-93.3761,30.1314,3,"ASOS","KUXL"
"KUZA","ROCK HILL (W",-81.0558,34.9839,204,"ASOS","KUZA"
"KVAD","MOODY AFB/VA",-83.2000,30.9700,71,"ASOS","KVAD"
"KVAY","SOUTH JERSEY",-74.8411,39.9406,16,"ASOS","KVAY"
"KVBG","VANDENBERG A",-120.5700,34.6500,112,"ASOS","KVBG"
"KVBT","BENTONVILLE",-94.2200,36.3500,395,"ASOS","KVBT"
"KVCB","VACAVILLE (W",-121.9575,38.3778,34,"ASOS","KVCB"
"KVCT","VICTORIA REG",-96.9297,28.8625,35,"ASOS","KVCT"
"KVCV","GEORGE AIR F",-117.3831,34.5975,879,"ASOS","KVCV"
"KVDF","VANDENBERG A",-82.3453,28.0139,7,"ASOS","KVDF"
